LSOA_code,IMD_decile,population,__core20,__core20_pop,__core20_density,__core20_pct
E01000151,1,1500,True,1500,10492.375540221527,17.255516029011368
E01000152,5,2921,False,0,0.0,0.0
E01000153,2,1769,True,1769,10713.019098168927,17.618381276853903
E01000154,3,1823,False,0,0.0,0.0
E01000156,7,1988,False,0,0.0,0.0
E01000157,5,1552,False,0,0.0,0.0
E01000158,5,1521,False,0,0.0,0.0
E01000159,6,1764,False,0,0.0,0.0
E01000160,6,1999,False,0,0.0,0.0
E01000161,4,2047,False,0,0.0,0.0
E01000162,5,1720,False,0,0.0,0.0
E01000163,3,1763,False,0,0.0,0.0
E01000164,2,1724,True,1724,3130.370611059272,5.148134476202605
E01000165,6,1731,False,0,0.0,0.0
E01000166,5,1639,False,0,0.0,0.0
E01000167,3,1371,False,0,0.0,0.0
E01000168,9,1467,False,0,0.0,0.0
E01000169,7,1612,False,0,0.0,0.0
E01000170,5,2015,False,0,0.0,0.0
E01000171,2,2424,True,2424,7285.141237768236,11.980973319152413
E01000172,8,1630,False,0,0.0,0.0
E01000173,7,1595,False,0,0.0,0.0
E01000174,4,1766,False,0,0.0,0.0
E01000175,9,2083,False,0,0.0,0.0
E01000176,3,1682,False,0,0.0,0.0
E01000177,7,1649,False,0,0.0,0.0
E01000178,7,1663,False,0,0.0,0.0
E01000179,7,1834,False,0,0.0,0.0
E01000180,5,1701,False,0,0.0,0.0
E01000181,8,1703,False,0,0.0,0.0
E01000182,8,1661,False,0,0.0,0.0
E01000183,8,1544,False,0,0.0,0.0
E01000184,3,1864,False,0,0.0,0.0
E01000185,3,1549,False,0,0.0,0.0
E01000186,9,1826,False,0,0.0,0.0
E01000187,5,1836,False,0,0.0,0.0
E01000188,6,1828,False,0,0.0,0.0
E01000189,4,2541,False,0,0.0,0.0
E01000190,7,1795,False,0,0.0,0.0
E01000191,6,1550,False,0,0.0,0.0
E01000192,4,2071,False,0,0.0,0.0
E01000193,3,2041,False,0,0.0,0.0
E01000194,2,2061,True,2061,6199.417429123727,10.195417273114336
E01000195,2,2083,True,2083,6780.902146101583,11.151713472766438
E01000196,4,2218,False,0,0.0,0.0
E01000197,5,1836,False,0,0.0,0.0
E01000198,6,2208,False,0,0.0,0.0
E01000199,8,1647,False,0,0.0,0.0
E01000200,7,2012,False,0,0.0,0.0
E01000201,10,1512,False,0,0.0,0.0
E01000202,7,1685,False,0,0.0,0.0
E01000203,4,2156,False,0,0.0,0.0
E01000204,7,1696,False,0,0.0,0.0
E01000205,8,1505,False,0,0.0,0.0
E01000206,9,1627,False,0,0.0,0.0
E01000207,7,1631,False,0,0.0,0.0
E01000208,8,1660,False,0,0.0,0.0
E01000209,8,1504,False,0,0.0,0.0
E01000210,7,1519,False,0,0.0,0.0
E01000211,4,2242,False,0,0.0,0.0
E01000212,6,1377,False,0,0.0,0.0
E01000213,8,1344,False,0,0.0,0.0
E01000214,8,1698,False,0,0.0,0.0
E01000215,3,2326,False,0,0.0,0.0
E01000216,5,2078,False,0,0.0,0.0
E01000217,5,1911,False,0,0.0,0.0
E01000218,3,1851,False,0,0.0,0.0
E01000219,3,2304,False,0,0.0,0.0
E01000220,3,1943,False,0,0.0,0.0
E01000221,2,1486,True,1486,3524.7610274227204,5.79673975392642
E01000222,3,2084,False,0,0.0,0.0
E01000223,2,2211,True,2211,4050.73849405744,6.661750024634151
E01000224,3,1746,False,0,0.0,0.0
E01000225,5,1940,False,0,0.0,0.0
E01000226,2,1800,True,1800,10195.006390787743,16.76646966339874
E01000227,7,1904,False,0,0.0,0.0
E01000228,6,1403,False,0,0.0,0.0
E01000229,3,1686,False,0,0.0,0.0
E01000230,5,2058,False,0,0.0,0.0
E01000231,4,1792,False,0,0.0,0.0
E01000232,5,1874,False,0,0.0,0.0
E01000233,7,1958,False,0,0.0,0.0
E01000234,6,1808,False,0,0.0,0.0
E01000235,4,1786,False,0,0.0,0.0
E01000236,4,1982,False,0,0.0,0.0
E01000237,4,2261,False,0,0.0,0.0
E01000238,5,2138,False,0,0.0,0.0
E01000239,4,2192,False,0,0.0,0.0
E01000240,4,1908,False,0,0.0,0.0
E01000241,6,1908,False,0,0.0,0.0
E01000242,6,1633,False,0,0.0,0.0
E01000243,4,2232,False,0,0.0,0.0
E01000244,4,1776,False,0,0.0,0.0
E01000245,3,2171,False,0,0.0,0.0
E01000246,8,1563,False,0,0.0,0.0
E01000247,7,1666,False,0,0.0,0.0
E01000248,7,1716,False,0,0.0,0.0
E01000249,10,1599,False,0,0.0,0.0
E01000250,6,2842,False,0,0.0,0.0
E01000251,4,2313,False,0,0.0,0.0
E01000252,6,1689,False,0,0.0,0.0
E01000253,9,2095,False,0,0.0,0.0
E01000254,9,1607,False,0,0.0,0.0
E01000255,4,1939,False,0,0.0,0.0
E01000256,6,2010,False,0,0.0,0.0
E01000257,4,2875,False,0,0.0,0.0
E01000258,7,1872,False,0,0.0,0.0
E01000259,6,2543,False,0,0.0,0.0
E01000260,4,2202,False,0,0.0,0.0
E01000261,9,1824,False,0,0.0,0.0
E01000263,10,1511,False,0,0.0,0.0
E01000264,4,1914,False,0,0.0,0.0
E01000265,5,1987,False,0,0.0,0.0
E01000266,10,1484,False,0,0.0,0.0
E01000267,7,1549,False,0,0.0,0.0
E01000268,3,2276,False,0,0.0,0.0
E01000269,7,1354,False,0,0.0,0.0
E01000270,7,1576,False,0,0.0,0.0
E01000271,9,1607,False,0,0.0,0.0
E01000272,10,1465,False,0,0.0,0.0
E01000273,5,1719,False,0,0.0,0.0
E01000274,5,1987,False,0,0.0,0.0
E01000275,9,1696,False,0,0.0,0.0
E01000276,10,1466,False,0,0.0,0.0
E01000277,5,1756,False,0,0.0,0.0
E01000278,10,1484,False,0,0.0,0.0
E01000279,10,1364,False,0,0.0,0.0
